Timestamp(ns),IMG_num, Position_X(m),Position_Y(m),Position_Z(m),qx,qy,qz,qw, Rotation_X(rad),Rotation_Y(rad),Rotation_Z(rad)
3.30714E+12,1405,-11.884,0.098,-10.246,-0.09,0.77,0.11,0.63,-0.21,1.76,0.25
3.30717E+12,1406,-11.916,0.097,-10.228,-0.09,0.77,0.11,0.62,-0.2,1.76,0.25
3.30722E+12,1407,-11.937,0.097,-10.217,-0.09,0.77,0.11,0.62,-0.21,1.77,0.25
3.30725E+12,1408,-11.957,0.096,-10.207,-0.09,0.77,0.11,0.62,-0.21,1.77,0.25
3.30729E+12,1409,-11.967,0.096,-10.202,-0.09,0.77,0.11,0.62,-0.21,1.77,0.25
3.30731E+12,1410,-11.987,0.096,-10.193,-0.09,0.77,0.11,0.62,-0.21,1.77,0.25
3.30734E+12,1411,-12.007,0.096,-10.184,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30737E+12,1412,-12.027,0.095,-10.176,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30741E+12,1413,-12.037,0.095,-10.171,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30742E+12,1414,-12.047,0.095,-10.168,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30744E+12,1415,-12.055,0.095,-10.164,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30745E+12,1416,-12.073,0.095,-10.157,-0.09,0.77,0.11,0.62,-0.21,1.78,0.25
3.30749E+12,1417,-12.09,0.095,-10.15,-0.09,0.78,0.11,0.62,-0.21,1.79,0.25
3.30752E+12,1418,-12.099,0.094,-10.146,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30754E+12,1419,-12.109,0.094,-10.142,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30756E+12,1420,-12.124,0.094,-10.136,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30759E+12,1421,-12.133,0.094,-10.132,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30761E+12,1422,-12.142,0.094,-10.128,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30762E+12,1423,-12.159,0.093,-10.121,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30766E+12,1424,-12.167,0.093,-10.117,-0.09,0.78,0.11,0.61,-0.21,1.79,0.25
3.30767E+12,1425,-12.176,0.093,-10.113,-0.09,0.78,0.11,0.61,-0.21,1.8,0.25
3.30769E+12,1426,-12.184,0.093,-10.109,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.3077E+12,1427,-12.192,0.093,-10.106,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.30772E+12,1428,-12.201,0.092,-10.102,-0.09,0.78,0.11,0.61,-0.21,1.8,0.25
3.30774E+12,1429,-12.217,0.092,-10.095,-0.09,0.78,0.11,0.61,-0.21,1.8,0.25
3.30777E+12,1430,-12.226,0.092,-10.091,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.30779E+12,1431,-12.235,0.091,-10.086,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.3078E+12,1432,-12.244,0.091,-10.082,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.30782E+12,1433,-12.252,0.091,-10.078,-0.09,0.78,0.11,0.61,-0.21,1.8,0.26
3.30784E+12,1434,-12.279,0.091,-10.065,-0.09,0.78,0.11,0.61,-0.21,1.81,0.26
3.30789E+12,1435,-12.306,0.09,-10.052,-0.09,0.78,0.11,0.61,-0.21,1.81,0.26
3.30794E+12,1436,-12.335,0.088,-10.039,-0.09,0.78,0.11,0.6,-0.21,1.81,0.26
3.30799E+12,1437,-12.355,0.088,-10.029,-0.09,0.78,0.11,0.6,-0.21,1.81,0.26
3.30802E+12,1438,-12.374,0.087,-10.02,-0.09,0.78,0.11,0.6,-0.21,1.82,0.26
3.30806E+12,1439,-12.395,0.087,-10.011,-0.09,0.79,0.11,0.6,-0.21,1.82,0.26
3.30809E+12,1440,-12.405,0.086,-10.005,-0.09,0.79,0.11,0.6,-0.21,1.82,0.26
3.30811E+12,1441,-12.447,0.085,-9.986,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30817E+12,1442,-12.459,0.085,-9.981,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30819E+12,1443,-12.47,0.085,-9.976,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.3082E+12,1444,-12.48,0.084,-9.97,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30822E+12,1445,-12.491,0.084,-9.965,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30824E+12,1446,-12.502,0.084,-9.96,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30825E+12,1447,-12.513,0.084,-9.954,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30827E+12,1448,-12.524,0.084,-9.949,-0.09,0.79,0.11,0.6,-0.21,1.83,0.26
3.30829E+12,1449,-12.535,0.084,-9.944,-0.09,0.79,0.11,0.6,-0.21,1.84,0.26
3.30831E+12,1450,-12.546,0.084,-9.938,-0.09,0.79,0.11,0.59,-0.21,1.84,0.26
3.30832E+12,1451,-12.557,0.083,-9.933,-0.09,0.79,0.11,0.59,-0.21,1.84,0.26
3.30834E+12,1452,-12.567,0.083,-9.927,-0.09,0.79,0.11,0.59,-0.21,1.84,0.26
3.30835E+12,1453,-12.579,0.082,-9.922,-0.09,0.79,0.11,0.59,-0.21,1.84,0.26
3.30837E+12,1454,-12.591,0.082,-9.916,-0.09,0.79,0.11,0.59,-0.21,1.84,0.26
3.30839E+12,1455,-12.613,0.081,-9.904,-0.09,0.79,0.11,0.59,-0.21,1.84,0.27
3.30842E+12,1456,-12.625,0.08,-9.898,-0.09,0.79,0.11,0.59,-0.21,1.85,0.27
3.30844E+12,1457,-12.636,0.08,-9.892,-0.09,0.79,0.11,0.59,-0.21,1.85,0.27
3.30845E+12,1458,-12.648,0.079,-9.886,-0.09,0.79,0.11,0.59,-0.21,1.85,0.27
3.30847E+12,1459,-12.671,0.078,-9.874,-0.09,0.8,0.11,0.59,-0.21,1.85,0.27
3.3085E+12,1460,-12.683,0.078,-9.868,-0.09,0.8,0.11,0.59,-0.21,1.85,0.27
3.30852E+12,1461,-12.706,0.077,-9.856,-0.09,0.8,0.12,0.59,-0.21,1.86,0.27
3.30855E+12,1462,-12.718,0.076,-9.849,-0.09,0.8,0.12,0.59,-0.21,1.86,0.27
3.30857E+12,1463,-12.73,0.075,-9.843,-0.09,0.8,0.12,0.59,-0.21,1.86,0.27
3.30859E+12,1464,-12.742,0.075,-9.837,-0.09,0.8,0.12,0.59,-0.21,1.86,0.27
3.3086E+12,1465,-12.754,0.074,-9.831,-0.09,0.8,0.12,0.58,-0.21,1.86,0.27
3.30862E+12,1466,-12.766,0.073,-9.825,-0.09,0.8,0.12,0.58,-0.21,1.86,0.27
3.30864E+12,1467,-12.79,0.072,-9.813,-0.09,0.8,0.12,0.58,-0.21,1.86,0.27
3.30867E+12,1468,-12.801,0.072,-9.807,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30869E+12,1469,-12.824,0.072,-9.794,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30872E+12,1470,-12.836,0.072,-9.787,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30874E+12,1471,-12.847,0.072,-9.779,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30875E+12,1472,-12.859,0.071,-9.773,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30877E+12,1473,-12.87,0.071,-9.766,-0.09,0.8,0.12,0.58,-0.21,1.87,0.27
3.30879E+12,1474,-12.893,0.07,-9.753,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.30882E+12,1475,-12.904,0.07,-9.746,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.30884E+12,1476,-12.915,0.069,-9.739,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.30885E+12,1477,-12.927,0.07,-9.733,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.30887E+12,1478,-12.937,0.069,-9.726,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.30889E+12,1479,-12.948,0.069,-9.719,-0.09,0.8,0.12,0.58,-0.21,1.88,0.28
3.3089E+12,1480,-12.97,0.068,-9.706,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.30894E+12,1481,-12.981,0.068,-9.698,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.30895E+12,1482,-12.992,0.067,-9.691,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.30897E+12,1483,-13.002,0.067,-9.684,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.30899E+12,1484,-13.013,0.068,-9.676,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.309E+12,1485,-13.023,0.067,-9.669,-0.09,0.81,0.12,0.57,-0.21,1.89,0.28
3.30902E+12,1486,-13.034,0.067,-9.661,-0.09,0.81,0.12,0.57,-0.21,1.9,0.28
3.30904E+12,1487,-13.045,0.067,-9.653,-0.09,0.81,0.12,0.57,-0.21,1.9,0.28
3.30905E+12,1488,-13.055,0.067,-9.646,-0.09,0.81,0.12,0.57,-0.2,1.9,0.28
3.30907E+12,1489,-13.065,0.067,-9.638,-0.09,0.81,0.12,0.57,-0.2,1.9,0.28
3.30909E+12,1490,-13.075,0.066,-9.63,-0.09,0.81,0.12,0.57,-0.2,1.9,0.28
3.3091E+12,1491,-13.086,0.066,-9.622,-0.09,0.81,0.12,0.57,-0.2,1.9,0.28
3.30912E+12,1492,-13.096,0.066,-9.615,-0.09,0.81,0.12,0.57,-0.2,1.91,0.28
3.30914E+12,1493,-13.107,0.065,-9.607,-0.09,0.81,0.12,0.57,-0.2,1.91,0.28
3.30915E+12,1494,-13.117,0.065,-9.599,-0.09,0.81,0.12,0.56,-0.2,1.91,0.29
3.30917E+12,1495,-13.127,0.065,-9.592,-0.09,0.81,0.12,0.56,-0.2,1.91,0.29
3.30919E+12,1496,-13.137,0.064,-9.585,-0.09,0.81,0.12,0.56,-0.2,1.91,0.29
3.3092E+12,1497,-13.148,0.065,-9.577,-0.09,0.81,0.12,0.56,-0.2,1.92,0.29
3.30922E+12,1498,-13.158,0.064,-9.57,-0.09,0.81,0.12,0.56,-0.2,1.92,0.29
3.30924E+12,1499,-13.168,0.064,-9.562,-0.09,0.81,0.12,0.56,-0.2,1.92,0.29
3.30925E+12,1500,-13.178,0.064,-9.555,-0.09,0.81,0.12,0.56,-0.2,1.92,0.29
3.30927E+12,1501,-13.188,0.064,-9.547,-0.09,0.82,0.12,0.56,-0.2,1.92,0.29
3.30929E+12,1502,-13.198,0.064,-9.539,-0.09,0.82,0.12,0.56,-0.2,1.92,0.29
3.3093E+12,1503,-13.207,0.064,-9.532,-0.09,0.82,0.12,0.56,-0.2,1.93,0.29
3.30932E+12,1504,-13.227,0.064,-9.518,-0.09,0.82,0.12,0.56,-0.2,1.93,0.29
3.30935E+12,1505,-13.246,0.064,-9.504,-0.08,0.82,0.12,0.56,-0.2,1.93,0.29
3.30939E+12,1506,-13.256,0.064,-9.496,-0.08,0.82,0.12,0.55,-0.2,1.93,0.29
3.3094E+12,1507,-13.266,0.064,-9.489,-0.08,0.82,0.12,0.55,-0.2,1.94,0.29
3.30942E+12,1508,-13.275,0.064,-9.481,-0.08,0.82,0.12,0.55,-0.2,1.94,0.29
3.30944E+12,1509,-13.284,0.064,-9.473,-0.08,0.82,0.12,0.55,-0.2,1.94,0.29
3.30945E+12,1510,-13.293,0.064,-9.465,-0.08,0.82,0.12,0.55,-0.2,1.94,0.29
3.30947E+12,1511,-13.311,0.063,-9.449,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.3095E+12,1512,-13.321,0.063,-9.44,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.30952E+12,1513,-13.33,0.062,-9.432,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.30954E+12,1514,-13.34,0.062,-9.424,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.30955E+12,1515,-13.349,0.061,-9.416,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.30957E+12,1516,-13.358,0.061,-9.409,-0.08,0.82,0.12,0.55,-0.2,1.95,0.29
3.30959E+12,1517,-13.368,0.06,-9.402,-0.08,0.82,0.12,0.55,-0.2,1.96,0.3
3.3096E+12,1518,-13.378,0.06,-9.395,-0.08,0.83,0.12,0.54,-0.2,1.96,0.3
3.30962E+12,1519,-13.395,0.059,-9.38,-0.08,0.83,0.13,0.54,-0.2,1.96,0.3
3.30965E+12,1520,-13.414,0.059,-9.364,-0.08,0.83,0.13,0.54,-0.2,1.96,0.3
3.30969E+12,1521,-13.423,0.058,-9.356,-0.08,0.83,0.13,0.54,-0.2,1.97,0.3
3.3097E+12,1522,-13.441,0.057,-9.341,-0.08,0.83,0.13,0.54,-0.2,1.97,0.3
3.30974E+12,1523,-13.45,0.057,-9.333,-0.08,0.83,0.13,0.54,-0.2,1.97,0.3
3.30975E+12,1524,-13.459,0.057,-9.325,-0.08,0.83,0.13,0.54,-0.2,1.97,0.3
3.30977E+12,1525,-13.477,0.056,-9.311,-0.08,0.83,0.13,0.54,-0.2,1.98,0.3
3.3098E+12,1526,-13.486,0.056,-9.304,-0.08,0.83,0.13,0.54,-0.2,1.98,0.3
3.30982E+12,1527,-13.504,0.055,-9.29,-0.08,0.83,0.13,0.53,-0.2,1.98,0.3
3.30985E+12,1528,-13.522,0.055,-9.276,-0.08,0.83,0.13,0.53,-0.2,1.99,0.3
3.30989E+12,1529,-13.54,0.055,-9.264,-0.08,0.83,0.13,0.53,-0.2,1.99,0.3
3.30992E+12,1530,-13.558,0.054,-9.25,-0.08,0.83,0.13,0.53,-0.2,1.99,0.3
3.30996E+12,1531,-13.584,0.054,-9.229,-0.08,0.84,0.13,0.53,-0.2,2,0.3
3.31E+12,1532,-13.601,0.053,-9.215,-0.08,0.84,0.13,0.53,-0.2,2,0.3
3.31004E+12,1533,-13.61,0.053,-9.207,-0.08,0.84,0.13,0.53,-0.2,2,0.3
3.31005E+12,1534,-13.626,0.053,-9.193,-0.08,0.84,0.13,0.53,-0.19,2,0.3
3.31009E+12,1535,-13.643,0.052,-9.179,-0.08,0.84,0.13,0.52,-0.19,2.01,0.3
3.31012E+12,1536,-13.668,0.051,-9.16,-0.08,0.84,0.13,0.52,-0.19,2.01,0.31
3.31017E+12,1537,-13.677,0.051,-9.153,-0.08,0.84,0.13,0.52,-0.19,2.01,0.31
3.31019E+12,1538,-13.7,0.051,-9.133,-0.08,0.84,0.13,0.52,-0.19,2.01,0.31
3.31024E+12,1539,-13.716,0.05,-9.12,-0.08,0.84,0.13,0.52,-0.19,2.02,0.31
3.31027E+12,1540,-13.731,0.05,-9.107,-0.08,0.84,0.13,0.52,-0.19,2.02,0.31
3.3103E+12,1541,-13.739,0.049,-9.1,-0.08,0.84,0.13,0.52,-0.19,2.02,0.31
3.31032E+12,1542,-13.753,0.049,-9.087,-0.08,0.84,0.13,0.52,-0.19,2.02,0.31
3.31035E+12,1543,-13.767,0.049,-9.073,-0.08,0.84,0.13,0.52,-0.19,2.03,0.31
3.31039E+12,1544,-13.781,0.049,-9.06,-0.08,0.84,0.13,0.51,-0.19,2.03,0.31
3.31042E+12,1545,-13.789,0.049,-9.053,-0.08,0.84,0.13,0.51,-0.19,2.03,0.31
3.31044E+12,1546,-13.809,0.048,-9.034,-0.08,0.85,0.13,0.51,-0.19,2.03,0.31
3.31049E+12,1547,-13.824,0.048,-9.021,-0.08,0.85,0.13,0.51,-0.19,2.04,0.31
3.31052E+12,1548,-13.838,0.048,-9.01,-0.08,0.85,0.13,0.51,-0.19,2.04,0.31
3.31055E+12,1549,-13.845,0.048,-9.004,-0.08,0.85,0.13,0.51,-0.19,2.04,0.31
3.31057E+12,1550,-13.858,0.047,-8.993,-0.08,0.85,0.13,0.51,-0.18,2.04,0.31
3.3106E+12,1551,-13.865,0.047,-8.986,-0.08,0.85,0.13,0.51,-0.18,2.04,0.31
3.31062E+12,1552,-13.879,0.047,-8.976,-0.08,0.85,0.13,0.51,-0.18,2.04,0.31
3.31065E+12,1553,-13.886,0.046,-8.971,-0.08,0.85,0.13,0.51,-0.18,2.04,0.31
3.31067E+12,1554,-13.898,0.046,-8.961,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.3107E+12,1555,-13.911,0.046,-8.951,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.31074E+12,1556,-13.918,0.046,-8.946,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.31075E+12,1557,-13.931,0.045,-8.938,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.31079E+12,1558,-13.937,0.045,-8.933,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.3108E+12,1559,-13.943,0.045,-8.929,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.31082E+12,1560,-13.949,0.045,-8.924,-0.08,0.85,0.13,0.51,-0.18,2.05,0.31
3.31084E+12,1561,-13.955,0.045,-8.92,-0.08,0.85,0.13,0.5,-0.18,2.05,0.31
3.31085E+12,1562,-13.963,0.045,-8.915,-0.08,0.85,0.13,0.5,-0.18,2.05,0.31
3.31087E+12,1563,-13.977,0.045,-8.907,-0.08,0.85,0.13,0.5,-0.18,2.05,0.31
3.3109E+12,1564,-13.985,0.044,-8.902,-0.08,0.85,0.13,0.5,-0.18,2.05,0.31
3.31092E+12,1565,-13.999,0.044,-8.893,-0.08,0.85,0.13,0.5,-0.18,2.05,0.31
3.31095E+12,1566,-14.014,0.044,-8.884,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31099E+12,1567,-14.021,0.044,-8.879,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.311E+12,1568,-14.028,0.044,-8.874,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31102E+12,1569,-14.035,0.044,-8.869,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31104E+12,1570,-14.049,0.044,-8.859,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31107E+12,1571,-14.057,0.043,-8.854,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31109E+12,1572,-14.065,0.043,-8.849,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.3111E+12,1573,-14.072,0.043,-8.843,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31112E+12,1574,-14.08,0.043,-8.838,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31114E+12,1575,-14.094,0.043,-8.827,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31117E+12,1576,-14.102,0.043,-8.821,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.31119E+12,1577,-14.11,0.042,-8.816,-0.08,0.85,0.13,0.5,-0.18,2.06,0.31
3.3112E+12,1578,-14.125,0.042,-8.806,-0.08,0.85,0.13,0.5,-0.18,2.07,0.31
3.31124E+12,1579,-14.134,0.042,-8.8,-0.08,0.85,0.13,0.5,-0.18,2.07,0.31
3.31125E+12,1580,-14.141,0.042,-8.795,-0.08,0.85,0.13,0.5,-0.18,2.07,0.31
3.31127E+12,1581,-14.157,0.042,-8.784,-0.08,0.85,0.13,0.5,-0.18,2.07,0.31
3.3113E+12,1582,-14.166,0.042,-8.778,-0.08,0.85,0.13,0.5,-0.18,2.07,0.31
3.31132E+12,1583,-14.181,0.042,-8.767,-0.08,0.86,0.13,0.5,-0.18,2.07,0.31
3.31135E+12,1584,-14.19,0.042,-8.761,-0.08,0.86,0.13,0.5,-0.18,2.07,0.31
3.31137E+12,1585,-14.207,0.042,-8.749,-0.08,0.86,0.13,0.5,-0.18,2.07,0.31
3.3114E+12,1586,-14.215,0.041,-8.743,-0.07,0.86,0.13,0.5,-0.18,2.07,0.31
3.31142E+12,1587,-14.231,0.041,-8.731,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31145E+12,1588,-14.241,0.04,-8.725,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31147E+12,1589,-14.25,0.04,-8.718,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31149E+12,1590,-14.259,0.04,-8.712,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.3115E+12,1591,-14.267,0.039,-8.705,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31152E+12,1592,-14.276,0.039,-8.699,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31154E+12,1593,-14.285,0.039,-8.692,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31155E+12,1594,-14.294,0.038,-8.686,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31157E+12,1595,-14.303,0.038,-8.679,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31159E+12,1596,-14.312,0.037,-8.671,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.3116E+12,1597,-14.321,0.037,-8.664,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31162E+12,1598,-14.331,0.037,-8.657,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31164E+12,1599,-14.34,0.036,-8.65,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31165E+12,1600,-14.358,0.035,-8.635,-0.07,0.86,0.13,0.49,-0.18,2.08,0.31
3.31169E+12,1601,-14.368,0.035,-8.628,-0.07,0.86,0.13,0.49,-0.18,2.09,0.31
3.3117E+12,1602,-14.378,0.034,-8.62,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31172E+12,1603,-14.397,0.033,-8.605,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31175E+12,1604,-14.406,0.032,-8.597,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31177E+12,1605,-14.416,0.032,-8.589,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31179E+12,1606,-14.426,0.032,-8.581,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.3118E+12,1607,-14.436,0.031,-8.574,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31182E+12,1608,-14.455,0.03,-8.559,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31185E+12,1609,-14.466,0.03,-8.552,-0.07,0.86,0.13,0.49,-0.18,2.09,0.32
3.31187E+12,1610,-14.487,0.029,-8.537,-0.07,0.86,0.13,0.49,-0.18,2.1,0.32
3.3119E+12,1611,-14.498,0.028,-8.529,-0.07,0.86,0.13,0.49,-0.18,2.1,0.32
3.31192E+12,1612,-14.508,0.027,-8.522,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31194E+12,1613,-14.519,0.027,-8.514,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31195E+12,1614,-14.53,0.026,-8.506,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31197E+12,1615,-14.54,0.026,-8.499,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31199E+12,1616,-14.562,0.025,-8.484,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31202E+12,1617,-14.595,0.023,-8.462,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31207E+12,1618,-14.616,0.022,-8.449,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.3121E+12,1619,-14.628,0.022,-8.442,-0.07,0.86,0.13,0.48,-0.18,2.1,0.32
3.31212E+12,1620,-14.649,0.021,-8.43,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31215E+12,1621,-14.671,0.02,-8.417,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31219E+12,1622,-14.682,0.019,-8.411,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.3122E+12,1623,-14.703,0.018,-8.399,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31224E+12,1624,-14.722,0.017,-8.386,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31227E+12,1625,-14.742,0.017,-8.374,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.3123E+12,1626,-14.761,0.017,-8.361,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31234E+12,1627,-14.779,0.016,-8.349,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31237E+12,1628,-14.796,0.016,-8.336,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.3124E+12,1629,-14.815,0.016,-8.324,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31244E+12,1630,-14.834,0.015,-8.312,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31247E+12,1631,-14.845,0.015,-8.306,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31249E+12,1632,-14.864,0.014,-8.293,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31252E+12,1633,-14.883,0.013,-8.28,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31255E+12,1634,-14.894,0.013,-8.273,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31257E+12,1635,-14.904,0.012,-8.267,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31259E+12,1636,-14.914,0.012,-8.259,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.3126E+12,1637,-14.924,0.011,-8.253,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31262E+12,1638,-14.935,0.01,-8.247,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31264E+12,1639,-14.946,0.01,-8.239,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31265E+12,1640,-14.956,0.009,-8.234,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31267E+12,1641,-14.967,0.009,-8.228,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31269E+12,1642,-14.988,0.008,-8.215,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31272E+12,1643,-14.999,0.008,-8.209,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31274E+12,1644,-15.01,0.007,-8.203,-0.07,0.86,0.13,0.48,-0.18,2.11,0.32
3.31275E+12,1645,-15.021,0.007,-8.197,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31277E+12,1646,-15.032,0.007,-8.191,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31279E+12,1647,-15.042,0.007,-8.184,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.3128E+12,1648,-15.054,0.006,-8.178,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31282E+12,1649,-15.065,0.006,-8.172,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31284E+12,1650,-15.075,0.006,-8.165,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31285E+12,1651,-15.086,0.006,-8.159,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31287E+12,1652,-15.107,0.005,-8.146,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.3129E+12,1653,-15.118,0.005,-8.138,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31292E+12,1654,-15.129,0.004,-8.132,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31294E+12,1655,-15.14,0.004,-8.124,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31295E+12,1656,-15.15,0.004,-8.118,-0.08,0.86,0.13,0.48,-0.18,2.11,0.32
3.31297E+12,1657,-15.171,0.004,-8.104,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
