Timestamp(ns),IMG_num, Position_X(m),Position_Y(m),Position_Z(m),qx,qy,qz,qw, Rotation_X(rad),Rotation_Y(rad),Rotation_Z(rad)
3.313E+12,1658,-15.183,0.004,-8.097,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31302E+12,1659,-15.204,0.003,-8.083,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31305E+12,1660,-15.215,0.003,-8.076,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31307E+12,1661,-15.226,0.002,-8.069,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31309E+12,1662,-15.248,0.002,-8.055,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31312E+12,1663,-15.27,0.001,-8.041,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31315E+12,1664,-15.281,0.001,-8.033,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31317E+12,1665,-15.292,0,-8.026,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31319E+12,1666,-15.323,0,-8.006,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31324E+12,1667,-15.334,0,-7.999,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31325E+12,1668,-15.355,0,-7.986,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31329E+12,1669,-15.366,-0.001,-7.979,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.3133E+12,1670,-15.388,-0.001,-7.967,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31334E+12,1671,-15.399,-0.002,-7.96,-0.07,0.87,0.13,0.48,-0.18,2.11,0.32
3.31335E+12,1672,-15.421,-0.004,-7.947,-0.08,0.87,0.13,0.48,-0.18,2.11,0.32
3.31339E+12,1673,-15.444,-0.005,-7.934,-0.08,0.87,0.13,0.48,-0.19,2.11,0.32
3.31342E+12,1674,-15.466,-0.007,-7.92,-0.08,0.87,0.13,0.48,-0.19,2.11,0.32
3.31345E+12,1675,-15.477,-0.008,-7.914,-0.08,0.87,0.13,0.48,-0.19,2.11,0.32
3.31347E+12,1676,-15.499,-0.008,-7.9,-0.08,0.87,0.13,0.48,-0.19,2.11,0.32
3.3135E+12,1677,-15.509,-0.009,-7.894,-0.08,0.87,0.13,0.48,-0.19,2.11,0.32
3.31352E+12,1678,-15.531,-0.01,-7.881,-0.08,0.87,0.13,0.48,-0.19,2.11,0.33
3.31355E+12,1679,-15.542,-0.011,-7.875,-0.08,0.87,0.13,0.48,-0.19,2.11,0.33
3.31357E+12,1680,-15.564,-0.012,-7.862,-0.08,0.87,0.13,0.48,-0.19,2.11,0.33
3.3136E+12,1681,-15.576,-0.013,-7.856,-0.08,0.87,0.13,0.48,-0.19,2.11,0.33
3.31362E+12,1682,-15.587,-0.013,-7.85,-0.08,0.87,0.13,0.48,-0.19,2.11,0.33
3.31364E+12,1683,-15.597,-0.014,-7.844,-0.08,0.87,0.13,0.48,-0.19,2.12,0.33
3.31365E+12,1684,-15.608,-0.014,-7.838,-0.08,0.87,0.13,0.48,-0.19,2.12,0.33
3.31367E+12,1685,-15.629,-0.015,-7.826,-0.08,0.87,0.13,0.48,-0.19,2.12,0.32
3.3137E+12,1686,-15.651,-0.016,-7.814,-0.08,0.87,0.13,0.48,-0.2,2.12,0.33
3.31374E+12,1687,-15.662,-0.017,-7.807,-0.08,0.87,0.13,0.48,-0.2,2.12,0.33
3.31375E+12,1688,-15.683,-0.019,-7.795,-0.08,0.87,0.13,0.48,-0.2,2.12,0.33
3.31379E+12,1689,-15.704,-0.02,-7.785,-0.08,0.87,0.13,0.48,-0.2,2.12,0.33
3.31382E+12,1690,-15.715,-0.021,-7.779,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31384E+12,1691,-15.725,-0.021,-7.773,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31385E+12,1692,-15.745,-0.022,-7.763,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31389E+12,1693,-15.756,-0.022,-7.757,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.3139E+12,1694,-15.766,-0.023,-7.752,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31392E+12,1695,-15.776,-0.023,-7.746,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31394E+12,1696,-15.797,-0.025,-7.736,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31397E+12,1697,-15.807,-0.025,-7.731,-0.08,0.87,0.13,0.48,-0.2,2.11,0.33
3.31399E+12,1698,-15.818,-0.026,-7.726,-0.08,0.86,0.13,0.48,-0.2,2.11,0.33
3.314E+12,1699,-15.826,-0.027,-7.722,-0.08,0.86,0.13,0.48,-0.2,2.11,0.33
3.31402E+12,1700,-15.837,-0.027,-7.716,-0.08,0.86,0.13,0.48,-0.2,2.11,0.33
3.31404E+12,1701,-15.847,-0.028,-7.711,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31405E+12,1702,-15.857,-0.028,-7.706,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31407E+12,1703,-15.876,-0.029,-7.695,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.3141E+12,1704,-15.896,-0.03,-7.685,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31414E+12,1705,-15.907,-0.03,-7.679,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31415E+12,1706,-15.917,-0.031,-7.674,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31417E+12,1707,-15.928,-0.031,-7.668,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31419E+12,1708,-15.947,-0.032,-7.658,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31422E+12,1709,-15.957,-0.033,-7.652,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31424E+12,1710,-15.967,-0.034,-7.647,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31425E+12,1711,-15.978,-0.034,-7.641,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31427E+12,1712,-15.988,-0.035,-7.635,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31429E+12,1713,-16.008,-0.036,-7.623,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31432E+12,1714,-16.019,-0.036,-7.617,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31434E+12,1715,-16.03,-0.036,-7.611,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31435E+12,1716,-16.04,-0.037,-7.605,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31437E+12,1717,-16.062,-0.038,-7.593,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.3144E+12,1718,-16.084,-0.039,-7.581,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31444E+12,1719,-16.095,-0.04,-7.574,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31445E+12,1720,-16.106,-0.041,-7.569,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31447E+12,1721,-16.129,-0.042,-7.557,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.3145E+12,1722,-16.152,-0.042,-7.545,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31454E+12,1723,-16.164,-0.042,-7.539,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31455E+12,1724,-16.187,-0.043,-7.527,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31459E+12,1725,-16.198,-0.043,-7.52,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.3146E+12,1726,-16.222,-0.044,-7.508,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31464E+12,1727,-16.234,-0.044,-7.502,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31465E+12,1728,-16.257,-0.045,-7.49,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31469E+12,1729,-16.269,-0.046,-7.484,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.3147E+12,1730,-16.293,-0.046,-7.472,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31474E+12,1731,-16.316,-0.047,-7.46,-0.09,0.86,0.13,0.48,-0.21,2.11,0.32
3.31477E+12,1732,-16.329,-0.047,-7.454,-0.09,0.86,0.13,0.48,-0.21,2.11,0.32
3.31479E+12,1733,-16.363,-0.048,-7.435,-0.09,0.86,0.13,0.48,-0.21,2.11,0.32
3.31484E+12,1734,-16.387,-0.048,-7.421,-0.09,0.86,0.13,0.48,-0.21,2.11,0.32
3.31487E+12,1735,-16.399,-0.049,-7.414,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31489E+12,1736,-16.411,-0.049,-7.407,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.3149E+12,1737,-16.434,-0.049,-7.394,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31494E+12,1738,-16.456,-0.049,-7.38,-0.08,0.86,0.13,0.48,-0.21,2.11,0.32
3.31497E+12,1739,-16.478,-0.049,-7.367,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.315E+12,1740,-16.49,-0.049,-7.359,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31502E+12,1741,-16.501,-0.05,-7.352,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31504E+12,1742,-16.512,-0.05,-7.344,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31505E+12,1743,-16.534,-0.051,-7.329,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31509E+12,1744,-16.557,-0.052,-7.314,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31512E+12,1745,-16.569,-0.053,-7.306,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31513E+12,1746,-16.58,-0.052,-7.298,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31515E+12,1747,-16.6,-0.053,-7.284,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31519E+12,1748,-16.612,-0.053,-7.276,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.3152E+12,1749,-16.623,-0.052,-7.269,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31522E+12,1750,-16.634,-0.053,-7.262,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31524E+12,1751,-16.657,-0.053,-7.247,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31527E+12,1752,-16.669,-0.053,-7.239,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31529E+12,1753,-16.691,-0.054,-7.225,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31532E+12,1754,-16.702,-0.054,-7.217,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31534E+12,1755,-16.715,-0.054,-7.21,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31535E+12,1756,-16.725,-0.054,-7.203,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31537E+12,1757,-16.737,-0.055,-7.196,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31539E+12,1758,-16.748,-0.054,-7.188,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.3154E+12,1759,-16.76,-0.054,-7.181,-0.08,0.86,0.13,0.48,-0.19,2.11,0.32
3.31542E+12,1760,-16.771,-0.055,-7.174,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31544E+12,1761,-16.783,-0.055,-7.167,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31545E+12,1762,-16.805,-0.055,-7.152,-0.08,0.86,0.13,0.48,-0.2,2.11,0.32
3.31549E+12,1763,-16.817,-0.056,-7.144,-0.08,0.87,0.13,0.48,-0.2,2.11,0.32
3.3155E+12,1764,-16.84,-0.056,-7.13,-0.08,0.87,0.13,0.48,-0.2,2.11,0.32
3.31554E+12,1765,-16.851,-0.057,-7.122,-0.08,0.87,0.13,0.48,-0.2,2.11,0.32
3.31555E+12,1766,-16.874,-0.057,-7.106,-0.08,0.87,0.13,0.48,-0.2,2.12,0.32
3.31559E+12,1767,-16.885,-0.058,-7.098,-0.08,0.87,0.13,0.48,-0.2,2.12,0.32
3.3156E+12,1768,-16.896,-0.058,-7.09,-0.08,0.87,0.13,0.48,-0.2,2.12,0.32
3.31562E+12,1769,-16.918,-0.058,-7.074,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31565E+12,1770,-16.928,-0.059,-7.066,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31567E+12,1771,-16.938,-0.059,-7.058,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31569E+12,1772,-16.959,-0.058,-7.042,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31572E+12,1773,-16.969,-0.059,-7.035,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31574E+12,1774,-16.979,-0.059,-7.027,-0.08,0.87,0.13,0.47,-0.2,2.12,0.32
3.31575E+12,1775,-16.989,-0.058,-7.019,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.31577E+12,1776,-16.999,-0.058,-7.011,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.31579E+12,1777,-17.01,-0.058,-7.003,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.3158E+12,1778,-17.029,-0.058,-6.987,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.31584E+12,1779,-17.04,-0.058,-6.979,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.31585E+12,1780,-17.059,-0.059,-6.963,-0.08,0.87,0.13,0.47,-0.2,2.13,0.32
3.31589E+12,1781,-17.069,-0.058,-6.954,-0.08,0.87,0.13,0.47,-0.19,2.13,0.32
3.3159E+12,1782,-17.088,-0.059,-6.937,-0.08,0.87,0.13,0.47,-0.19,2.14,0.32
3.31594E+12,1783,-17.098,-0.059,-6.928,-0.08,0.87,0.13,0.47,-0.19,2.14,0.32
3.31595E+12,1784,-17.119,-0.059,-6.911,-0.08,0.87,0.13,0.47,-0.19,2.14,0.32
3.31599E+12,1785,-17.138,-0.059,-6.894,-0.08,0.87,0.13,0.47,-0.19,2.14,0.32
3.31602E+12,1786,-17.149,-0.059,-6.885,-0.08,0.87,0.13,0.47,-0.19,2.14,0.32
3.31604E+12,1787,-17.169,-0.059,-6.868,-0.08,0.87,0.13,0.46,-0.19,2.14,0.32
3.31607E+12,1788,-17.18,-0.059,-6.859,-0.08,0.87,0.13,0.46,-0.19,2.14,0.32
3.31609E+12,1789,-17.2,-0.059,-6.843,-0.08,0.87,0.13,0.46,-0.19,2.15,0.32
3.31612E+12,1790,-17.232,-0.06,-6.817,-0.08,0.87,0.13,0.46,-0.19,2.15,0.32
3.31617E+12,1791,-17.253,-0.06,-6.801,-0.08,0.87,0.13,0.46,-0.19,2.15,0.32
3.3162E+12,1792,-17.264,-0.06,-6.792,-0.08,0.87,0.13,0.46,-0.19,2.15,0.32
3.31622E+12,1793,-17.285,-0.061,-6.776,-0.08,0.88,0.13,0.46,-0.19,2.15,0.31
3.31625E+12,1794,-17.307,-0.061,-6.76,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31628E+12,1795,-17.317,-0.061,-6.752,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.3163E+12,1796,-17.328,-0.061,-6.744,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31632E+12,1797,-17.339,-0.061,-6.736,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31634E+12,1798,-17.361,-0.062,-6.721,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31637E+12,1799,-17.372,-0.062,-6.713,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31639E+12,1800,-17.384,-0.061,-6.705,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.3164E+12,1801,-17.394,-0.062,-6.698,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31642E+12,1802,-17.405,-0.062,-6.69,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31643E+12,1803,-17.416,-0.062,-6.683,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31645E+12,1804,-17.427,-0.061,-6.676,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31647E+12,1805,-17.438,-0.061,-6.668,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.31649E+12,1806,-17.448,-0.061,-6.661,-0.08,0.88,0.13,0.46,-0.19,2.16,0.31
3.3165E+12,1807,-17.469,-0.061,-6.647,-0.08,0.88,0.12,0.46,-0.19,2.16,0.31
3.31654E+12,1808,-17.48,-0.061,-6.639,-0.08,0.88,0.12,0.46,-0.19,2.16,0.31
3.31655E+12,1809,-17.501,-0.062,-6.623,-0.08,0.88,0.12,0.46,-0.19,2.16,0.31
3.31659E+12,1810,-17.512,-0.062,-6.615,-0.08,0.88,0.12,0.46,-0.19,2.17,0.31
3.3166E+12,1811,-17.533,-0.063,-6.599,-0.08,0.88,0.12,0.46,-0.19,2.17,0.31
3.31663E+12,1812,-17.544,-0.064,-6.591,-0.08,0.88,0.12,0.46,-0.19,2.17,0.31
3.31665E+12,1813,-17.565,-0.065,-6.575,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31669E+12,1814,-17.575,-0.066,-6.566,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.3167E+12,1815,-17.595,-0.066,-6.55,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31674E+12,1816,-17.606,-0.067,-6.542,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31675E+12,1817,-17.616,-0.066,-6.534,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31677E+12,1818,-17.626,-0.066,-6.527,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31679E+12,1819,-17.645,-0.067,-6.512,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31682E+12,1820,-17.655,-0.067,-6.504,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31684E+12,1821,-17.674,-0.067,-6.489,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31687E+12,1822,-17.684,-0.068,-6.481,-0.08,0.88,0.13,0.45,-0.19,2.17,0.31
3.31689E+12,1823,-17.702,-0.068,-6.467,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31692E+12,1824,-17.712,-0.068,-6.46,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31694E+12,1825,-17.722,-0.068,-6.454,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31695E+12,1826,-17.74,-0.067,-6.441,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31699E+12,1827,-17.758,-0.067,-6.429,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31702E+12,1828,-17.768,-0.067,-6.423,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31704E+12,1829,-17.786,-0.068,-6.411,-0.08,0.88,0.12,0.45,-0.19,2.17,0.31
3.31707E+12,1830,-17.796,-0.068,-6.405,-0.08,0.88,0.12,0.45,-0.19,2.17,0.31
3.31709E+12,1831,-17.812,-0.068,-6.394,-0.07,0.88,0.12,0.45,-0.19,2.17,0.31
3.31712E+12,1832,-17.821,-0.068,-6.387,-0.07,0.88,0.12,0.45,-0.19,2.17,0.31
3.31713E+12,1833,-17.83,-0.068,-6.381,-0.07,0.88,0.12,0.45,-0.19,2.17,0.31
3.31715E+12,1834,-17.838,-0.069,-6.375,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31717E+12,1835,-17.846,-0.069,-6.37,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31718E+12,1836,-17.854,-0.069,-6.364,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.3172E+12,1837,-17.863,-0.069,-6.358,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31722E+12,1838,-17.871,-0.069,-6.352,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31723E+12,1839,-17.879,-0.069,-6.347,-0.07,0.88,0.12,0.45,-0.19,2.17,0.31
3.31725E+12,1840,-17.887,-0.069,-6.341,-0.07,0.88,0.13,0.45,-0.19,2.17,0.31
3.31727E+12,1841,-17.894,-0.069,-6.336,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31729E+12,1842,-17.902,-0.07,-6.33,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.3173E+12,1843,-17.909,-0.07,-6.324,-0.07,0.88,0.13,0.45,-0.19,2.17,0.31
3.31732E+12,1844,-17.917,-0.07,-6.319,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31733E+12,1845,-17.924,-0.07,-6.313,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31735E+12,1846,-17.939,-0.07,-6.303,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31738E+12,1847,-17.946,-0.07,-6.297,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.3174E+12,1848,-17.954,-0.071,-6.291,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31742E+12,1849,-17.961,-0.071,-6.286,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31744E+12,1850,-17.968,-0.071,-6.281,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31745E+12,1851,-17.981,-0.071,-6.271,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31749E+12,1852,-17.989,-0.071,-6.266,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.3175E+12,1853,-18.003,-0.071,-6.257,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31754E+12,1854,-18.01,-0.071,-6.252,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31755E+12,1855,-18.024,-0.071,-6.243,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31759E+12,1856,-18.031,-0.072,-6.238,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.3176E+12,1857,-18.044,-0.072,-6.23,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31763E+12,1858,-18.052,-0.072,-6.225,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31765E+12,1859,-18.058,-0.072,-6.221,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31767E+12,1860,-18.065,-0.072,-6.217,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31769E+12,1861,-18.072,-0.072,-6.213,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.3177E+12,1862,-18.079,-0.073,-6.209,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31772E+12,1863,-18.086,-0.073,-6.205,-0.07,0.88,0.13,0.45,-0.18,2.17,0.31
3.31774E+12,1864,-18.099,-0.073,-6.198,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31777E+12,1865,-18.105,-0.073,-6.195,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31778E+12,1866,-18.118,-0.073,-6.188,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31782E+12,1867,-18.126,-0.073,-6.184,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31783E+12,1868,-18.138,-0.073,-6.177,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31787E+12,1869,-18.144,-0.073,-6.173,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31788E+12,1870,-18.151,-0.073,-6.169,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.3179E+12,1871,-18.157,-0.074,-6.166,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31792E+12,1872,-18.163,-0.074,-6.162,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31794E+12,1873,-18.169,-0.074,-6.158,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31795E+12,1874,-18.181,-0.074,-6.152,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31799E+12,1875,-18.187,-0.074,-6.148,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.318E+12,1876,-18.198,-0.074,-6.142,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31804E+12,1877,-18.205,-0.074,-6.138,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31805E+12,1878,-18.211,-0.074,-6.135,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31807E+12,1879,-18.222,-0.074,-6.128,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.3181E+12,1880,-18.229,-0.074,-6.124,-0.07,0.88,0.12,0.45,-0.18,2.17,0.31
3.31812E+12,1881,-18.241,-0.074,-6.118,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31815E+12,1882,-18.247,-0.074,-6.114,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31817E+12,1883,-18.253,-0.074,-6.11,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31818E+12,1884,-18.259,-0.075,-6.106,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.3182E+12,1885,-18.266,-0.075,-6.102,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31822E+12,1886,-18.273,-0.075,-6.098,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31824E+12,1887,-18.279,-0.075,-6.095,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31825E+12,1888,-18.291,-0.075,-6.087,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31828E+12,1889,-18.298,-0.075,-6.083,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.3183E+12,1890,-18.305,-0.076,-6.079,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31832E+12,1891,-18.311,-0.076,-6.075,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31833E+12,1892,-18.318,-0.076,-6.071,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31835E+12,1893,-18.324,-0.076,-6.067,-0.07,0.88,0.12,0.46,-0.18,2.17,0.31
3.31837E+12,1894,-18.331,-0.076,-6.064,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31838E+12,1895,-18.337,-0.076,-6.059,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.3184E+12,1896,-18.344,-0.076,-6.055,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31842E+12,1897,-18.351,-0.077,-6.051,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31843E+12,1898,-18.356,-0.077,-6.047,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31845E+12,1899,-18.37,-0.077,-6.04,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31848E+12,1900,-18.383,-0.077,-6.031,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31852E+12,1901,-18.39,-0.077,-6.027,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31853E+12,1902,-18.396,-0.077,-6.023,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31855E+12,1903,-18.403,-0.077,-6.019,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31857E+12,1904,-18.41,-0.077,-6.014,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
3.31859E+12,1905,-18.423,-0.077,-6.007,-0.07,0.88,0.12,0.46,-0.18,2.16,0.31
